0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
208	0.04663472188	0.01632215266	0.02914670118	0.004886343647	0.00004886343647	-0.02736352442	-0.0002736352442	-0.02736352442	-0.0002736352442	-0.07786236899	-0.07044690528	-0.05561597785	-0.07209243419	-0.05065954835	-0.05553065877	-0.09837920264	-0.0009837920264	-0.09467755947	-0.0009467755947
209	0.06896325244	0.05692204963	0.06677394284	0.004627444448	0.00004627444448	0.005552933337	0.00005552933337	-0.01573331112	-0.0001573331112	-0.05233653555	-0.04535833081	-0.0395431602	-0.05260098004	-0.03137602318	-0.04706403477	-0.1053643174	-0.001053643174	-0.0786163522	-0.000786163522
210	0.04754472822	0.01136939153	0.02067162097	0	0	-0.02993326642	-0.0002993326642	-0.04489989964	-0.0004489989964	-0.05606305445	-0.0681550858	-0.06265870791	-0.05974870398	-0.0456901854	-0.05008347245	-0.0994578998	-0.000994578998	-0.0704268749	-0.000704268749
211	0.05588564033	0.03529619389	0.05392474067	0.0235612888	0.000235612888	0.009256220601	0.00009256220601	-0.0143050682	-0.000143050682	-0.04696354585	-0.04696354585	-0.03548356798	-0.05795835398	-0.03863890266	-0.05711837784	-0.07663946311	-0.0007663946311	-0.07159160778	-0.0007159160778
212	0.0430381168	0.02058344717	0.02245466964	0.008883433205	0.00008883433205	-0.01372894223	-0.0001372894223	-0.02261237543	-0.0002261237543	-0.07368389609	-0.05675651455	-0.0507821446	-0.05972317501	-0.0322827973	-0.04116056656	-0.07903654452	-0.0007903654452	-0.07357697283	-0.0007357697283
213	0.0715659525	0.04204499709	0.05456903878	0.01705690805	0.0001705690805	0.004651884013	0.00004651884013	-0.02170879206	-0.0002170879206	-0.05423612697	-0.04852706097	-0.03806043998	-0.04897502274	-0.03109525253	-0.03964644698	-0.06985349645	-0.0006985349645	-0.06607022099	-0.0006607022099
214	0.03423719529	0.014550808	0.00770336894	-0.004469839756	-0.00004469839756	-0.01266454598	-0.0001266454598	-0.02979893171	-0.0002979893171	-0.05725659132	-0.05180358263	-0.04089756523	-0.05535483195	-0.03889799002	-0.03814995175	-0.07216243765	-0.0007216243765	-0.0680256853	-0.000680256853
215	0.06540650141	0.04741971352	0.04987245732	0.0279527813	0.000279527813	0	0	-0.0121845457	-0.000121845457	-0.03475540881	-0.03909983491	-0.02432878617	-0.03671891312	-0.03311901968	-0.04103878525	-0.07337580498	-0.0007337580498	-0.06542902748	-0.0006542902748
216	0.04068507405	0.01095367378	0.02034253703	0.003451441667	0.00003451441667	-0.01932807334	-0.0001932807334	-0.01932807334	-0.0001932807334	-0.05661948376	-0.04746044963	-0.03746877602	-0.05130729604	-0.03189372456	-0.04714724501	-0.07032581537	-0.0007032581537	-0.0588781292	-0.000588781292
217	0.05544358615	0.03521416958	0.04120807079	0.01463778144	0.0001463778144	0.003992122212	0.00003992122212	-0.01131101293	-0.0001131101293	-0.03670281096	-0.04069224693	-0.03590492376	-0.04545333012	-0.02673725301	-0.04144274217	-0.06758099781	-0.0006758099781	-0.05682198008	-0.0005682198008
218	0.02875815114	0.005751630228	0.01797384446	0.01092179991	0.0001092179991	-0.01477655282	-0.0001477655282	-0.02184359983	-0.0002184359983	-0.05668369731	-0.05208772185	-0.03446981593	-0.04062000309	-0.02579047816	-0.02901428792	-0.06496732526	-0.0006496732526	-0.05490814191	-0.0005490814191
219	0.055285272	0.0400818222	0.0380086245	0.02793400127	0.0002793400127	-0.003724533502	-0.00003724533502	-0.003103777918	-0.00003103777918	-0.03391905145	-0.03318168076	-0.02949482734	-0.04239480788	-0.03241955897	-0.03553682425	-0.05886984613	-0.0005886984613	-0.04622861926	-0.0004622861926
220	0.03458412589	0.00332539672	0.01130634885	0.010207145	0.00010207145	-0.02041429	-0.0002041429	-0.01320924647	-0.0001320924647	-0.04832737533	-0.04050971167	-0.03198135132	-0.03801707751	-0.03439640346	-0.03439640346	-0.05674483267	-0.0005674483267	-0.05506874516	-0.0005506874516
221	0.0512843525	0.041027482	0.04615591725	0.02266466753	0.0002266466753	0.006392598533	0.00006392598533	-0.01627206899	-0.0001627206899	-0.03493270317	-0.03082297339	-0.02739819857	-0.03681626928	-0.02688172043	-0.03623188406	-0.05061940365	-0.0005061940365	-0.05336805189	-0.0005336805189
222	0.03535015256	0.004341246806	0.01922552157	0.00620294922	0.0000620294922	-0.01578932529	-0.0001578932529	-0.01917275214	-0.0001917275214	-0.03771537464	-0.0337453352	-0.0337453352	-0.0357286663	-0.03232593618	-0.03232593618	-0.05288556885	-0.0005288556885	-0.05177338052	-0.0005177338052
223	0.05167927601	0.04206452698	0.03966083973	0.0213606165	0.000213606165	0.006024789269	0.00006024789269	-0.002738540577	-0.00002738540577	-0.02882324306	-0.02882324306	-0.0256206605	-0.03471112629	-0.0253446319	-0.02809948319	-0.05118918884	-0.0005118918884	-0.04695821272	-0.0004695821272
224	0.04025107336	0.01283367556	0.00875023334	0.01492783989	0.0001492783989	-0.009063331361	-0.00009063331361	-0.02079234842	-0.0002079234842	-0.0391481852	-0.03541978661	-0.03169138802	-0.03701359311	-0.02467572874	-0.03057644648	-0.05276356955	-0.0005276356955	-0.04571735915	-0.0004571735915
225	0.04538054423	0.02325752892	0.03119912416	0.02651251287	0.0002651251287	0.008837504289	0.00008837504289	-0.008837504289	-0.00008837504289	-0.02776520296	-0.02414365475	-0.02716161159	-0.03292550995	-0.02717661139	-0.02665398425	-0.04825556145	-0.0004825556145	-0.0419322375	-0.000419322375
226	0.03815400949	0.004976609933	0.006082523252	0.01117250345	0.0001117250345	0	0	-0.01421954985	-0.0001421954985	-0.02702623307	-0.02350107224	-0.02350107224	-0.03516066897	-0.02344044598	-0.02904577002	-0.04988116546	-0.0004988116546	-0.0464990317	-0.000464990317
227	0.04319187993	0.03455350394	0.03563330094	0.03081878554	0.0003081878554	-0.002982463117	-0.00002982463117	-0.005467849048	-0.00005467849048	-0.01949429505	-0.03268161229	-0.01949429505	-0.03138341063	-0.019925975	-0.02540561813	-0.04581245526	-0.0004581245526	-0.03994806751	-0.0003994806751
228	0.03909531332	0.01267956108	0.008981355762	0.008283873734	0.00008283873734	-0.01120759388	-0.0001120759388	-0.01656774747	-0.0001656774747	-0.02859962764	-0.02859962764	-0.01906641843	-0.03366149223	-0.01951390854	-0.02488023339	-0.0447913284	-0.000447913284	-0.04450748313	-0.0004450748313
229	0.04705858018	0.02999338077	0.02844199901	0.02959794533	0.0002959794533	0	0	-0.002386931075	-0.00002386931075	-0.0247062699	-0.01866695948	-0.01866695948	-0.02486884078	-0.01626039589	-0.02439059384	-0.04661518887	-0.0004661518887	-0.0407640624	-0.000407640624
230	0.03196347032	0.009132420091	0.009132420091	0.01593722608	0.0001593722608	-0.002812451661	-0.00002812451661	-0.01312477442	-0.0001312477442	-0.03989777543	-0.02426216073	-0.0274971155	-0.02678533667	-0.02678533667	-0.02396582755	-0.04573580845	-0.0004573580845	-0.04289053957	-0.0004289053957
231	0.04537929109	0.02892306465	0.02742704406	0.02076517357	0.0002076517357	0.00276868981	0.0000276868981	0	0	-0.02705584645	-0.01803723097	-0.01803723097	-0.02638510214	-0.01851586115	-0.02638510214	-0.03914204861	-0.0003914204861	-0.04222581064	-0.0004222581064
232	0.03637901029	0.01278181443	0.02113915463	0.01774768256	0.0001774768256	-0.002730412702	-0.00002730412702	-0.01274192594	-0.0001274192594	-0.02666499357	-0.0235279355	-0.0235279355	-0.03653068121	-0.01598217303	-0.02602811036	-0.03857381151	-0.0003857381151	-0.03888576278	-0.0003888576278
233	0.04704535754	0.03104023591	0.02667520273	0.02783614389	0.0002783614389	0.01032631144	0.0001032631144	0.002693820376	0.00002693820376	-0.02371537426	-0.01752875489	-0.02319982265	-0.03110195582	-0.01803011931	-0.02794668494	-0.03802730772	-0.0003802730772	-0.04377888504	-0.0004377888504
234	0.03304850946	0.00814238639	0.01101616982	0.009756962924	0.00009756962924	-0.005321979776	-0.00005321979776	-0.009756962924	-0.00009756962924	-0.02898580204	-0.02288352793	-0.02593466499	-0.02804349858	-0.01780539593	-0.0227018798	-0.04057926907	-0.0004057926907	-0.04055529559	-0.0004055529559
235	0.04589195992	0.03027923129	0.03122545726	0.0271759379	0.000271759379	0.004821537369	0.00004821537369	-0.002191607895	-0.00002191607895	-0.02561629799	-0.02009121411	-0.02009121411	-0.02506849857	-0.0149531395	-0.01979091993	-0.04008076274	-0.0004008076274	-0.04270531571	-0.0004270531571
236	0.04024898208	0.00936022839	0.008424205551	0.01951304122	0.0001951304122	0	0	-0.02211478004	-0.0002211478004	-0.033795537	-0.0283286119	-0.02534665275	-0.02480914369	-0.0174099254	-0.02437389556	-0.05056764662	-0.0005056764662	-0.03965297114	-0.0003965297114
237	0.05054556752	0.02967813139	0.03338789781	0.02663653588	0.0002663653588	0.002577729278	0.00002577729278	-0.002148107732	-0.00002148107732	-0.02511016469	-0.0167401098	-0.01378597277	-0.02457892422	-0.009917811527	-0.02457892422	-0.03931764232	-0.0003931764232	-0.04189467592	-0.0004189467592
238	0.03176049823	0.01104712982	0.01058683274	0.02173968644	0.0002173968644	-0.009804172315	-0.00009804172315	-0.01193551412	-0.0001193551412	-0.02784562775	-0.02198339033	-0.02491450904	-0.02695014224	-0.01240562103	-0.0265223622	-0.03609456777	-0.0003609456777	-0.03428752663	-0.0003428752663
239	0.04988535522	0.0292904838	0.02745982856	0.02625461044	0.0002625461044	0	0	0	0	-0.01407972035	-0.02184784192	-0.01650725834	-0.02422645359	-0.01700102006	-0.01912614757	-0.03878468199	-0.0003878468199	-0.03151739206	-0.0003151739206
240	0.03645327829	0.01366997936	0.0127586474	0.0164335075	0.000164335075	-0.007163323782	-0.00007163323782	-0.01432664756	-0.0001432664756	-0.02754754368	-0.0193316096	-0.0193316096	-0.02664647738	-0.01691839834	-0.02622351742	-0.04101208168	-0.0004101208168	-0.0360351194	-0.000360351194
241	0.04677820771	0.01634966483	0.02724944139	0.03105498831	0.0003105498831	0.007134254072	0.00007134254072	-0.004616282046	-0.00004616282046	-0.02166190105	-0.01347851621	-0.01636676968	-0.02653950173	-0.01474416763	-0.0261182398	-0.03557521273	-0.0003557521273	-0.02871488233	-0.0002871488233
242	0.03127337005	0.01405035466	0.01359711741	0.01423058571	0.0001423058571	-0.004604013025	-0.00004604013025	-0.01171930588	-0.0001171930588	-0.02448767934	-0.02160677588	-0.02160677588	-0.02646758561	-0.00966276935	-0.02142614073	-0.03547918475	-0.0003547918475	-0.03832256652	-0.0003832256652
243	0.04662933302	0.02897356615	0.02987899009	0.02841443286	0.0002841443286	0.009610764056	0.00009610764056	-0.004596452374	-0.00004596452374	-0.0244494089	-0.01917600698	-0.01629960593	-0.02139378406	-0.0121650929	-0.02139378406	-0.04357298475	-0.0004357298475	-0.04078149109	-0.0004078149109
244	0.03621794146	0.005885415488	0.01177083098	0.02130566104	0.0002130566104	-0.002506548358	-0.00002506548358	-0.01420377403	-0.0001420377403	-0.02156391064	-0.02156391064	-0.02443909872	-0.0310293353	-0.02138508244	-0.01886919039	-0.04355129721	-0.0004355129721	-0.04076983537	-0.0004076983537
245	0.04168573487	0.02129597325	0.02718634883	0.02592634409	0.0002592634409	0.009617837325	0.00009617837325	-0.002090834201	-0.00002090834201	-0.01629882457	-0.01629882457	-0.01917508773	-0.02391651876	-0.0146855817	-0.02391651876	-0.04068835116	-0.0004068835116	-0.03363987671	-0.0003363987671
246	0.03630208782	0.01043685025	0.00816796976	0.02596847762	0.0002596847762	-0.004607310545	-0.00004607310545	-0.009214621091	-0.00009214621091	-0.02207325441	-0.02159340106	-0.0244725212	-0.02143154303	-0.01933041136	-0.02143154303	-0.03546082298	-0.0003546082298	-0.03116721209	-0.0003116721209
247	0.04680456594	0.03680747419	0.02999127527	0.03062902793	0.0003062902793	-0.0050349087	-0.000050349087	-0.007132787325	-0.00007132787325	-0.01921783415	-0.01345248391	-0.01633515903	-0.02147766323	-0.007159221077	-0.02400444714	-0.03550608162	-0.0003550608162	-0.03123575396	-0.0003123575396
248	0.03144854744	0.0127617294	0.01959837014	0.01641794186	0.0001641794186	-0.00252583721	-0.0000252583721	-0.01431307752	-0.0001431307752	-0.02455440968	-0.01925836054	-0.01925836054	-0.02873320375	-0.01690188456	-0.02154990281	-0.04086951086	-0.0004086951086	-0.03853646142	-0.0003853646142
249	0.04981308667	0.02147903737	0.02742004771	0.02618862569	0.0002618862569	-0.002534383131	-0.00002534383131	-0.009292738148	-0.00009292738148	-0.01641100889	-0.01641100889	-0.01110156484	-0.02672843906	-0.01230356719	-0.02418287343	-0.0385754101	-0.000385754101	-0.03400753267	-0.0003400753267
250	0.03945225589	0.01284492052	0.01422116201	0.01443883878	0.0001443883878	-0.007219419389	-0.00007219419389	-0.01189080841	-0.0001189080841	-0.02469948954	-0.01937214866	-0.01646632636	-0.02686349507	-0.01449775924	-0.02174663887	-0.04112816989	-0.0004112816989	-0.03161177325	-0.0003161177325
251	0.04745341043	0.02948561425	0.03040703969	0.03374337946	0.0003374337946	0.002562788314	0.00002562788314	0	0	-0.01361616044	-0.0165339091	-0.0165339091	-0.02443729904	-0.01243301179	-0.0192926045	-0.04420845013	-0.0004420845013	-0.0365153214	-0.000365153214
252	0.03979988986	0.01249531426	0.01712320843	0.02406221802	0.0002406221802	-0.002578094788	-0.00002578094788	-0.007304601899	-0.00007304601899	-0.02490124946	-0.0219716907	-0.01660083297	-0.02457648677	-0.01724665738	-0.02198948816	-0.04440887397	-0.0004440887397	-0.03673499376	-0.0003673499376
253	0.04787290905	0.03253498673	0.03346455778	0.02938507411	0.0002938507411	0.002592800657	0.00002592800657	-0.002160667214	-0.00002160667214	-0.0196155355	-0.01373087485	-0.01127893291	-0.02211794503	-0.0125768707	-0.02211794503	-0.03334886344	-0.0003334886344	-0.034778526	-0.00034778526
254	0.0373913897	0.006543493197	0.01215220165	0.01957398313	0.0001957398313	-0.002609864418	-0.00002609864418	-0.009569502864	-0.00009569502864	-0.03105926897	-0.02514321774	-0.02514321774	-0.03230735647	-0.02226588081	-0.02226588081	-0.03944286947	-0.0003944286947	-0.04245411017	-0.0004245411017
255	0.04562065252	0.03010022434	0.03104085635	0.02235361668	0.0002235361668	0.01008104282	0.0001008104282	-0.004821368304	-0.00004821368304	-0.02280761774	-0.02528670663	-0.01983271108	-0.02022787137	-0.01275235369	-0.02242655304	-0.04214430209	-0.0004214430209	-0.03528519257	-0.0003528519257
256	0.04311937908	0.009476786611	0.01421517992	0.01724069334	0.0001724069334	-0.00486275966	-0.0000486275966	-0.01503034804	-0.0001503034804	-0.0284593032	-0.01997144084	-0.02246787094	-0.03015521064	-0.01286031042	-0.02261640798	-0.04242363745	-0.0004242363745	-0.03781273355	-0.0003781273355
257	0.05205348615	0.03342884432	0.03438395415	0.03790682947	0.0003790682947	0.004905589696	0.00004905589696	-0.002229813498	-0.00002229813498	-0.02012578616	-0.01157232704	-0.01710691824	-0.0228280866	-0.008056971742	-0.0228280866	-0.04021110832	-0.0004021110832	-0.04084307284	-0.0004084307284
258	0.04142661708	0.01974989884	0.008188982447	0.01756994188	0.0001756994188	-0.004955624634	-0.00004955624634	-0.009911249268	-0.00009911249268	-0.02029056083	-0.02282688093	-0.02029056083	-0.02847097316	-0.02078832961	-0.02304793066	-0.03750975761	-0.0003750975761	-0.03851923016	-0.0003851923016
259	0.05300963414	0.03404288431	0.03501553815	0.03368689398	0.0003368689398	0.002731369782	0.00002731369782	-0.005007511267	-0.00005007511267	-0.0235448273	-0.02047376287	-0.01740269844	-0.02328054887	-0.02099814212	-0.01552036592	-0.0347705146	-0.000347705146	-0.04440477008	-0.0004440477008
260	0.03932131412	0.01720307493	0.01228791066	0.02853986375	0.0002853986375	-0.002761922298	-0.00002761922298	-0.007825446511	-0.00007825446511	-0.02377727926	-0.02067589501	-0.02326038188	-0.02630643769	-0.01338397707	-0.02630643769	-0.04389248922	-0.0004389248922	-0.03933273177	-0.0003933273177
261	0.05665215576	0.03180471903	0.03279861649	0.02887952116	0.0002887952116	0.005123786012	0.00005123786012	0.00279479237	0.0000279479237	-0.02089809566	-0.01776338131	-0.01201640501	-0.02662332203	-0.01074274398	-0.02101841213	-0.04174864186	-0.0004174864186	-0.03463981613	-0.0003463981613
262	0.03722689794	0.00955825758	0.01458891946	0.02644041228	0.0002644041228	-0.008026553728	-0.00008026553728	-0.005193652412	-0.00005193652412	-0.03331817268	-0.02115439535	-0.03014501338	-0.0241309316	-0.01892622086	-0.02696986472	-0.04225895229	-0.0004225895229	-0.03508306152	-0.0003508306152
263	0.05808295673	0.03821247153	0.03362697495	0.03781206923	0.0003781206923	0.01388037984	0.0001388037984	-0.005264971665	-0.00005264971665	-0.02732020892	-0.01232087853	-0.01499933039	-0.02446453841	-0.01391120812	-0.02446453841	-0.03958891724	-0.0003958891724	-0.0326723587	-0.000326723587
264	0.03821919223	0.01859312055	0.01187893813	0.01893314174	0.0001893314174	0	0	-0.01359302484	-0.0001359302484	-0.03094328151	-0.02768609398	-0.02442890645	-0.03065454758	-0.01703030421	-0.02773506686	-0.04609569466	-0.0004609569466	-0.0414332997	-0.000414332997
265	0.05969711569	0.03351417021	0.03141953457	0.02511436887	0.0002511436887	0.008371456289	0.00008371456289	0	0	-0.01870958866	-0.01265648645	-0.01870958866	-0.03109376003	-0.01431300065	-0.02517113907	-0.04395821771	-0.0004395821771	-0.03954210245	-0.0003954210245
266	0.03663042555	0.01698802344	0.01380276905	0.01947575269	0.0001947575269	-0.005493161015	-0.00005493161015	-0.01398259167	-0.0001398259167	-0.02846506332	-0.02232553986	-0.01897670888	-0.03155964773	-0.02003787158	-0.028553967	-0.04792821913	-0.0004792821913	-0.04012056229	-0.0004012056229
267	0.06129229975	0.03440971214	0.03871092616	0.03439711469	0.0003439711469	0.003035039531	0.00003035039531	-0.002529199609	-0.00002529199609	-0.01582439443	-0.02260627776	-0.009607668049	-0.02894179652	-0.009139514692	-0.02894179652	-0.0417710944	-0.000417710944	-0.03763490078	-0.0003763490078
268	0.03756758081	0.0152448154	0.02068939233	0.02613307371	0.0002613307371	-0.00307447926	-0.0000307447926	-0.01434756988	-0.0001434756988	-0.0263151873	-0.02574311801	-0.02288277156	-0.03240940799	-0.01749079161	-0.0293227977	-0.04571637561	-0.0004571637561	-0.04688570707	-0.0004688570707
269	0.05676056959	0.04133051184	0.02369616012	0.03526641704	0.0003526641704	0.00311174268	0.0000311174268	0	0	-0.01677435028	-0.01619592441	-0.02949971946	-0.02967930727	-0.01197586083	-0.02655516967	-0.04626149309	-0.0004626149309	-0.03858024691	-0.0003858024691
270	0.05073623292	0.02285918186	0.01393852553	0.02676561196	0.0002676561196	-0.003148895525	-0.00003148895525	-0.005772975129	-0.00005772975129	-0.02630440628	-0.02338169447	-0.02981166045	-0.03318933727	-0.01527763144	-0.030028448	-0.03975469018	-0.0003975469018	-0.04482365845	-0.0004482365845
271	0.05805433435	0.03269079022	0.03381805884	0.03289368972	0.0003289368972	0.009019237503	0.00009019237503	-0.002652716913	-0.00002652716913	-0.01712288326	-0.02007510451	-0.02007510451	-0.02767488398	-0.01543406991	-0.02075616298	-0.04723916599	-0.0004723916599	-0.03944247528	-0.0003944247528
272	0.04210190938	0.01308572859	0.01080994971	0.02999866077	0.0002999866077	0.003214142226	0.00003214142226	-0.01178518816	-0.0001178518816	-0.02681428427	-0.02681428427	-0.02025968145	-0.03384058399	-0.01557741168	-0.02417184571	-0.05783138277	-0.0005783138277	-0.04573999236	-0.0004573999236
273	0.05909521214	0.03671935512	0.03499813535	0.04267087254	0.0004267087254	0.01566399118	0.0001566399118	0	0	-0.01742139347	-0.020425082	-0.01381696724	-0.03086787467	-0.0124554582	-0.0276186247	-0.05110015631	-0.0005110015631	-0.04341691089	-0.0004341691089
274	0.04278668525	0.01618955658	0.01676775503	0.02778534459	0.0002778534459	-0.00326886407	-0.0000326886407	-0.01525469899	-0.0001525469899	-0.02784739627	-0.02421512719	-0.02724201809	-0.03439240092	-0.01583142264	-0.03384648979	-0.05149985762	-0.0005149985762	-0.05308349432	-0.0005308349432
275	0.06001876315	0.03729321205	0.04195486356	0.03402741951	0.0003402741951	0.006037122817	0.00006037122817	-0.01207424563	-0.0001207424563	-0.01768400512	-0.02073297152	-0.01707421184	-0.02200086903	-0.01595063005	-0.02145084731	-0.04514590057	-0.0004514590057	-0.04686190623	-0.0004686190623
276	0.04051483195	0.02113817319	0.02231251615	0.0215626866	0.000215626866	-0.0033173364	-0.000033173364	-0.0187982396	-0.000187982396	-0.03500089037	-0.02763228187	-0.03131658612	-0.03490710831	-0.01883875686	-0.02493364879	-0.05219495121	-0.0005219495121	-0.04719705046	-0.0004719705046
277	0.05377646718	0.02422895774	0.03604796152	0.04394870796	0.0004394870796	0.01279519346	0.0001279519346	-0.01557675725	-0.0001557675725	-0.02842137782	-0.01421068891	-0.01050355267	-0.03178604091	-0.01617184537	-0.02844014187	-0.04941779658	-0.0004941779658	-0.04750407976	-0.0004750407976
